ID,Year,Area code,Area name,SOC code,Occupational title,Employment,Average wage,25th Percentile,50th Percentile,75th Percentile,Annual wage
173,2022,000053,Washington,21-1021,"Child, Family, and School Social Workers",9026,28.96,22.86,28.82,34.61,60230.00
174,2022,000053,Washington,21-1022,Healthcare Social Workers,4041,34.52,28.26,37.13,38.96,71800.00
175,2022,000053,Washington,21-1023,Mental Health and Substance Abuse Social Workers,2483,28.61,19.74,29.43,36.66,59500.00
176,2022,000053,Washington,21-1029,"Social Workers, All Other",717,38.08,30.39,39.19,46.93,79210.00
177,2022,000053,Washington,21-1091,Health Education Specialists,1413,32.49,29.13,30.13,37.42,67570.00
178,2022,000053,Washington,21-1092,Probation Officers and Correctional Treatment Specialists,2042,33.89,29.46,32.49,37.16,70480.00
179,2022,000053,Washington,21-1093,Social and Human Service Assistants,7953,20.67,17.48,18.61,22.80,42990.00
180,2022,000053,Washington,21-1094,Community Health Workers,2864,23.14,17.97,21.75,28.78,48130.00
181,2022,000053,Washington,21-1099,"Community and Social Service Specialists, All Other",2510,28.93,20.26,27.45,37.34,60180.00
182,2022,000053,Washington,21-2011,Clergy,716,34.08,28.86,35.30,37.51,70890.00
183,2022,000053,Washington,21-2021,"Directors, Religious Activities and Education",174,33.61,23.47,29.19,46.49,69910.00
184,2022,000053,Washington,21-2099,"Religious Workers, All Other",581,23.34,17.89,23.28,28.84,48550.00
185,2022,000053,Washington,23-1011,Lawyers,11619,65.49,39.55,61.38,79.41,136210.00
186,2022,000053,Washington,23-1012,Judicial Law Clerks,533,35.54,29.15,35.15,44.98,73920.00
187,2022,000053,Washington,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",293,54.76,44.77,49.56,59.85,113890.00
188,2022,000053,Washington,23-1023,"Judges, Magistrate Judges, and Magistrates",994,66.75,47.99,61.38,81.13,138840.00
189,2022,000053,Washington,23-2011,Paralegals and Legal Assistants,6433,34.57,23.69,30.85,43.95,71900.00
190,2022,000053,Washington,23-2093,"Title Examiners, Abstractors, and Searchers",1032,25.28,18.43,22.67,28.84,52580.00
191,2022,000053,Washington,23-2099,"Legal Support Workers, All Other",1014,35.36,23.39,29.79,38.65,73550.00
192,2022,000053,Washington,25-1011,"Business Teachers, Postsecondary",1402,,,,,108160.00
193,2022,000053,Washington,25-1021,"Computer Science Teachers, Postsecondary",686,,,,,97750.00
194,2022,000053,Washington,25-1022,"Mathematical Science Teachers, Postsecondary",857,,,,,89980.00
195,2022,000053,Washington,25-1032,"Engineering Teachers, Postsecondary",589,,,,,131390.00
196,2022,000053,Washington,25-1041,"Agricultural Sciences Teachers, Postsecondary",458,,,,,126720.00
197,2022,000053,Washington,25-1042,"Biological Science Teachers, Postsecondary",819,,,,,90580.00
198,2022,000053,Washington,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",148,,,,,88260.00
199,2022,000053,Washington,25-1052,"Chemistry Teachers, Postsecondary",519,,,,,97410.00
200,2022,000053,Washington,25-1053,"Environmental Science Teachers, Postsecondary",228,,,,,93450.00
201,2022,000053,Washington,25-1054,"Physics Teachers, Postsecondary",272,,,,,92670.00
202,2022,000053,Washington,25-1061,"Anthropology and Archeology Teachers, Postsecondary",218,,,,,86190.00
203,2022,000053,Washington,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",120,,,,,70150.00
204,2022,000053,Washington,25-1063,"Economics Teachers, Postsecondary",263,,,,,116500.00
205,2022,000053,Washington,25-1064,"Geography Teachers, Postsecondary",52,,,,,79960.00
206,2022,000053,Washington,25-1065,"Political Science Teachers, Postsecondary",238,,,,,81140.00
207,2022,000053,Washington,25-1066,"Psychology Teachers, Postsecondary",1529,,,,,74460.00
208,2022,000053,Washington,25-1067,"Sociology Teachers, Postsecondary",287,,,,,78940.00
209,2022,000053,Washington,25-1069,"Social Sciences Teachers, Postsecondary, All Other",77,,,,,72680.00
210,2022,000053,Washington,25-1071,"Health Specialties Teachers, Postsecondary",2147,,,,,167290.00
211,2022,000053,Washington,25-1072,"Nursing Instructors and Teachers, Postsecondary",1392,,,,,80080.00
212,2022,000053,Washington,25-1081,"Education Teachers, Postsecondary",1784,,,,,72540.00
213,2022,000053,Washington,25-1082,"Library Science Teachers, Postsecondary",29,,,,,70350.00
214,2022,000053,Washington,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",199,,,,,75470.00
215,2022,000053,Washington,25-1113,"Social Work Teachers, Postsecondary",53,,,,,57570.00
216,2022,000053,Washington,25-1121,"Art, Drama, and Music Teachers, Postsecondary",1617,,,,,70550.00
217,2022,000053,Washington,25-1122,"Communications Teachers, Postsecondary",602,,,,,76100.00
218,2022,000053,Washington,25-1123,"English Language and Literature Teachers, Postsecondary",1243,,,,,70210.00
219,2022,000053,Washington,25-1124,"Foreign Language and Literature Teachers, Postsecondary",371,,,,,77070.00
220,2022,000053,Washington,25-1125,"History Teachers, Postsecondary",376,,,,,77770.00
221,2022,000053,Washington,25-1126,"Philosophy and Religion Teachers, Postsecondary",356,,,,,75900.00
222,2022,000053,Washington,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",158,,,,,74320.00
223,2022,000053,Washington,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",378,,,,,68950.00
224,2022,000053,Washington,25-1194,"Career/Technical Education Teachers, Postsecondary",3739,34.87,27.77,30.65,37.98,72530.00
225,2022,000053,Washington,25-1199,"Postsecondary Teachers, All Other",505,,,,,75670.00
226,2022,000053,Washington,25-2011,"Preschool Teachers, Except Special Education",10309,17.81,14.45,17.50,18.04,37040.00
227,2022,000053,Washington,25-2012,"Kindergarten Teachers, Except Special Education",4812,,,,,77860.00
228,2022,000053,Washington,25-2021,"Elementary School Teachers, Except Special Education",28556,,,,,83010.00
229,2022,000053,Washington,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",10234,,,,,83460.00
230,2022,000053,Washington,25-2023,"Career/Technical Education Teachers, Middle School",511,,,,,89820.00
231,2022,000053,Washington,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",13671,,,,,85260.00
232,2022,000053,Washington,25-2032,"Career/Technical Education Teachers, Secondary School",2868,,,,,86790.00
233,2022,000053,Washington,25-2051,"Special Education Teachers, Preschool",930,,,,,69990.00
234,2022,000053,Washington,25-2052,"Special Education Teachers, Kindergarten and Elementary School",3063,,,,,80510.00
235,2022,000053,Washington,25-2057,"Special Education Teachers, Middle School",1363,,,,,81520.00
236,2022,000053,Washington,25-2058,"Special Education Teachers, Secondary School",2207,,,,,83990.00
237,2022,000053,Washington,25-2059,"Special Education Teachers, All Other",88,,,,,77890.00
238,2022,000053,Washington,25-3011,"Adult Literacy, Remedial Educ., GED Teachers/Instructors",1536,29.67,23.90,29.26,36.55,61700.00
239,2022,000053,Washington,25-3021,Self-Enrichment Teachers,6533,23.42,17.48,22.41,28.37,48710.00
240,2022,000053,Washington,25-3031,"Substitute Teachers, Short-Term",9892,21.27,17.78,22.26,22.95,44230.00
241,2022,000053,Washington,25-3041,Tutors,2018,19.57,17.13,18.10,22.65,40700.00
242,2022,000053,Washington,25-3099,"Teachers and Instructors, All Other",1550,,,,,64310.00
243,2022,000053,Washington,25-4011,Archivists,291,33.57,29.00,33.26,37.72,69830.00
244,2022,000053,Washington,25-4012,Curators,238,31.10,23.23,29.34,37.17,64690.00
245,2022,000053,Washington,25-4013,Museum Technicians and Conservators,147,25.02,17.58,22.96,29.73,52030.00
246,2022,000053,Washington,25-4022,Librarians and Media Collections Specialists,2316,41.20,30.01,39.17,48.10,85690.00
247,2022,000053,Washington,25-4031,Library Technicians,1333,25.90,22.65,23.51,28.99,53870.00
248,2022,000053,Washington,25-9021,Farm and Home Management Educators,394,28.94,23.50,26.85,35.27,60190.00
249,2022,000053,Washington,25-9031,Instructional Coordinators,3360,39.86,29.54,38.14,48.10,82900.00
250,2022,000053,Washington,25-9044,"Teaching Assistants, Postsecondary",4196,,,,,39360.00
251,2022,000053,Washington,25-9045,"Teaching Assistants, Except Postsecondary",33436,,,,,42130.00
252,2022,000053,Washington,25-9099,"Educational Instruction and Library Workers, All Other",1965,27.30,21.63,27.42,31.15,56790.00
253,2022,000053,Washington,27-1011,Art Directors,789,54.28,39.03,56.11,63.77,112900.00
254,2022,000053,Washington,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",275,32.21,23.69,37.52,38.79,67000.00
255,2022,000053,Washington,27-1014,Special Effects Artists and Animators,2208,46.57,37.38,39.51,57.40,96860.00
256,2022,000053,Washington,27-1019,"Artists and Related Workers, All Other",66,31.76,18.65,24.91,43.12,66050.00
257,2022,000053,Washington,27-1021,Commercial and Industrial Designers,293,42.53,30.50,38.92,49.50,88460.00
258,2022,000053,Washington,27-1022,Fashion Designers,405,44.42,34.80,39.65,50.56,92400.00
259,2022,000053,Washington,27-1023,Floral Designers,887,17.15,14.52,17.16,18.19,35680.00
260,2022,000053,Washington,27-1024,Graphic Designers,5808,36.26,23.77,30.29,39.00,75420.00
261,2022,000053,Washington,27-1025,Interior Designers,1296,32.70,24.03,30.14,38.43,68020.00
262,2022,000053,Washington,27-1026,Merchandise Displayers and Window Trimmers,3318,20.47,17.20,18.28,22.91,42570.00
263,2022,000053,Washington,27-1027,Set and Exhibit Designers,,33.27,23.98,30.14,44.06,69200.00
264,2022,000053,Washington,27-1029,"Designers, All Other",517,39.91,29.68,38.61,47.59,83020.00
265,2022,000053,Washington,27-2011,Actors,315,34.99,15.90,23.30,47.36,
266,2022,000053,Washington,27-2012,Producers and Directors,1990,37.65,23.90,34.91,46.27,78300.00
267,2022,000053,Washington,27-2021,Athletes and Sports Competitors,135,,,,,163060.00
268,2022,000053,Washington,27-2022,Coaches and Scouts,8660,,,,,51770.00
